582,01-Aug-20,J1
582,02-Aug-20,7A
582,03-Aug-20,X
582,04-Aug-20,1I
582,05-Aug-20,JI
582,06-Aug-20,7A
582,07-Aug-20,7A
582,08-Aug-20,J1
582,09-Aug-20,7A
582,10-Aug-20,X
582,11-Aug-20,1I
582,12-Aug-20,J1
582,13-Aug-20,7A
582,14-Aug-20,7A
582,15-Aug-20,J1
582,16-Aug-20,7A
582,17-Aug-20,X
582,18-Aug-20,1I
582,19-Aug-20,J1
582,20-Aug-20,7A
582,21-Aug-20,7A
582,22-Aug-20,J1
582,23-Aug-20,7A
582,24-Aug-20,X
582,25-Aug-20,1I
582,26-Aug-20,J1
582,27-Aug-20,7A
582,28-Aug-20,7A
582,29-Aug-20,J1
582,30-Aug-20,7A
424,01-Aug-20,1I
424,02-Aug-20,X
424,03-Aug-20,1I
424,04-Aug-20,1I
424,05-Aug-20,1I
424,06-Aug-20,1I
424,07-Aug-20,1I
424,08-Aug-20,1I
424,09-Aug-20,X
424,10-Aug-20,1I
424,11-Aug-20,1I
424,12-Aug-20,1I
424,13-Aug-20,1I
424,14-Aug-20,1I
424,15-Aug-20,1I
424,16-Aug-20,X
424,17-Aug-20,1I
424,18-Aug-20,1I
424,19-Aug-20,1I
424,20-Aug-20,1I
424,21-Aug-20,1I
424,22-Aug-20,1I
424,23-Aug-20,X
424,24-Aug-20,1I
424,25-Aug-20,1I
424,26-Aug-20,1I
424,27-Aug-20,1I
424,28-Aug-20,1I
424,29-Aug-20,1I
424,30-Aug-20,X
464,01-Aug-20,X
464,02-Aug-20,J1
464,03-Aug-20,J1
464,04-Aug-20,J1
464,05-Aug-20,J1
464,06-Aug-20,J1
464,07-Aug-20,J1
464,08-Aug-20,X
464,09-Aug-20,J1
464,10-Aug-20,J1
464,11-Aug-20,J1
464,12-Aug-20,J1
464,13-Aug-20,J1
464,14-Aug-20,J1
464,15-Aug-20,X
464,16-Aug-20,J1
464,17-Aug-20,J1
464,18-Aug-20,J1
464,19-Aug-20,J1
464,20-Aug-20,J1
464,21-Aug-20,J1
464,22-Aug-20,X
464,23-Aug-20,J1
464,24-Aug-20,J1
464,25-Aug-20,J1
464,26-Aug-20,J1
464,27-Aug-20,J1
464,28-Aug-20,J1
464,29-Aug-20,X
464,30-Aug-20,J1
837,01-Aug-20,J1
837,02-Aug-20,J1
837,03-Aug-20,J1
837,04-Aug-20,J1
837,05-Aug-20,X
837,06-Aug-20,J1
837,07-Aug-20,J1
837,08-Aug-20,J1
837,09-Aug-20,J1
837,10-Aug-20,J1
837,11-Aug-20,J1
837,12-Aug-20,X
837,13-Aug-20,J1
837,14-Aug-20,J1
837,15-Aug-20,J1
837,16-Aug-20,J1
837,17-Aug-20,J1
837,18-Aug-20,J1
837,19-Aug-20,X
837,20-Aug-20,J1
837,21-Aug-20,J1
837,22-Aug-20,J1
837,23-Aug-20,J1
837,24-Aug-20,J1
837,25-Aug-20,J1
837,26-Aug-20,X
837,27-Aug-20,J1
837,28-Aug-20,J1
837,29-Aug-20,J1
837,30-Aug-20,J1
838,01-Aug-20,1I
838,02-Aug-20,X
838,03-Aug-20,X
838,04-Aug-20,X
838,05-Aug-20,1I
838,06-Aug-20,1I
838,07-Aug-20,1I
838,08-Aug-20,1I
838,09-Aug-20,1I
838,10-Aug-20,1I
838,11-Aug-20,X
838,12-Aug-20,1I
838,13-Aug-20,1I
838,14-Aug-20,1I
838,15-Aug-20,1I
838,16-Aug-20,1I
838,17-Aug-20,1I
838,18-Aug-20,X
838,19-Aug-20,1I
838,20-Aug-20,1I
838,21-Aug-20,1I
838,22-Aug-20,1I
838,23-Aug-20,1I
838,24-Aug-20,1I
838,25-Aug-20,X
838,26-Aug-20,1I
838,27-Aug-20,1I
838,28-Aug-20,1I
838,29-Aug-20,1I
838,30-Aug-20,1I
